CustomerID,ProductID,Category,PurchaseAmount,PurchaseDate
53443521,P036,Clothing,361.46,2024-01-26
6ae63e3d,P012,Clothing,196.9,2024-09-25
12eb20d9,P030,Clothing,199.38,2024-07-08
f4e5b416,P016,Books,232.76,2024-06-20
db811470,P035,Books,141.28,2024-06-17
569c3d50,P045,Home,353.25,2024-10-29
2deeb245,P005,Clothing,59.03,2024-06-21
a9339606,P010,Electronics,22.97,2024-04-05
319b9ed6,P048,Books,313.18,2024-03-13
feddb6fb,P024,Electronics,462.35,2024-11-03
446fbfa3,P048,Books,173.51,2024-12-03
a341572e,P027,Home,190.25,2024-01-18
fd9e69df,P043,Clothing,116.45,2024-08-27
589cb51b,P037,Electronics,223.49,2024-03-01
8f01ed4a,P021,Home,280.73,2024-07-28
c29eae90,P005,Clothing,240.37,2024-04-25
c5ef8ce7,P049,Clothing,184.57,2024-06-17
320aed09,P016,Books,205.37,2024-07-22
7329304a,P048,Books,125.84,2024-04-08
782c9584,P039,Clothing,156.1,2024-04-24
b343fa01,P000,Books,147.91,2024-04-12
aedbd408,P016,Books,399.78,2024-12-15
2a7d8a41,P037,Electronics,241.74,2024-06-28
38a2c6de,P026,Clothing,397.75,2024-11-11
b7a57bcb,P025,Electronics,87.42,2024-05-23
0403aad1,P045,Home,466.82,2024-04-26
5f5759e3,P041,Toys,403.13,2024-07-04
83fa286b,P022,Electronics,325.12,2024-02-13
61e52c9a,P015,Clothing,351.78,2024-12-14
5cb0e53f,P041,Toys,375.29,2024-03-09
eaaeed7a,P045,Home,480.27,2024-02-15
c4ec83f8,P024,Electronics,297.88,2024-08-24
6366d64f,P038,Books,182.6,2024-12-05
ee2f4dfc,P039,Clothing,317.97,2024-03-12
053ab8c4,P024,Electronics,29.67,2024-03-14
c27362b8,P003,Electronics,60.85,2025-01-03
4d6e4328,P034,Books,228.63,2024-08-28
b296079c,P021,Home,202.28,2024-12-18
e33b86c6,P033,Books,262.23,2024-05-02
809a142d,P041,Toys,87.56,2024-11-27
0946e414,P040,Home,25.72,2024-11-10
853fe2ac,P004,Toys,451.65,2024-09-28
4ebeebfc,P026,Clothing,443.26,2024-12-29
04f75f55,P003,Electronics,383.74,2024-12-31
8376d2e3,P041,Toys,348.57,2024-10-04
fa1032c6,P047,Books,382.7,2025-01-02
0daba41b,P023,Home,422.35,2024-12-16
e2ea41a7,P040,Home,396.57,2024-07-05
e83766d3,P040,Home,262.2,2024-01-20
0b9b0713,P023,Home,251.24,2024-02-27
a424721d,P015,Clothing,225.7,2024-09-02
d69deb4a,P015,Clothing,235.59,2024-10-19
2a7d8a41,P023,Home,47.45,2024-03-15
0776eb10,P042,Books,156.31,2024-10-07
e0c38641,P018,Toys,106.92,2024-04-17
d3b6cd59,P017,Home,450.55,2024-07-19
049af882,P000,Books,441.72,2024-08-26
7279ec94,P032,Home,305.99,2024-07-22
7feef9be,P026,Clothing,94.64,2024-09-29
59434a21,P028,Books,96.31,2024-01-16
b296079c,P035,Books,455.28,2024-10-08
f4e5b416,P039,Clothing,224.57,2024-11-14
0dc135b7,P045,Home,336.62,2024-02-27
215931dc,P041,Toys,217.91,2024-10-03
ea735b4b,P018,Toys,398.56,2024-05-24
68431973,P034,Books,249.47,2024-05-13
dc147e60,P034,Books,452.39,2024-06-04
da92fb06,P028,Books,336.22,2025-01-08
8f868e89,P010,Electronics,97.8,2024-05-23
dfdc776a,P021,Home,345.1,2024-09-27
66c7c782,P027,Home,442.74,2024-01-24
7303300b,P034,Books,172.44,2024-02-22
43392907,P008,Electronics,91.61,2024-04-29
13a83906,P000,Books,416.45,2024-05-28
e569abb6,P047,Books,196.09,2024-06-29
fd1eb5b8,P009,Books,138.02,2024-05-08
7ab64631,P044,Electronics,102.91,2024-09-27
a9f60753,P015,Clothing,312.14,2024-11-03
a61175bc,P028,Books,442.05,2024-02-24
e89bc814,P024,Electronics,208.73,2024-05-24
319b9ed6,P029,Books,167.36,2024-11-29
69904516,P039,Clothing,153.56,2025-01-12
853fe2ac,P037,Electronics,285.24,2024-06-17
2815b6cd,P033,Books,478.51,2024-09-12
63018a59,P042,Books,446.39,2024-05-28
3c32ba27,P003,Electronics,24.06,2024-12-04
f959e3d5,P046,Clothing,298.12,2024-07-21
9b166bd5,P038,Books,441.35,2024-06-18
8d910018,P033,Books,43.48,2024-10-27
52bb8539,P015,Clothing,292.21,2024-05-18
027c3875,P027,Home,372.91,2024-04-15
1034fc23,P023,Home,169.65,2024-01-23
215569ec,P045,Home,457.93,2024-04-07
cd95d414,P035,Books,187.47,2024-05-29
a424721d,P045,Home,425.26,2025-01-05
bc832351,P018,Toys,135.4,2024-10-29
ca1a8bc2,P016,Books,72.65,2024-12-08
23df3be6,P010,Electronics,53.31,2024-06-19
08848a09,P021,Home,306.3,2024-08-24
4c174667,P031,Books,39.5,2024-10-30
e6e16f54,P016,Books,417.62,2024-10-08
a341572e,P011,Electronics,416.13,2024-03-22
7feef9be,P034,Books,492.07,2024-08-09
2830b6f3,P042,Books,254.91,2024-06-25
65b3f048,P028,Books,245.7,2024-09-14
dfb5ea21,P028,Books,308.89,2024-08-10
411a03aa,P032,Home,90.86,2024-12-05
027c3875,P038,Books,495.98,2024-02-17
fa4233c0,P046,Clothing,65.82,2024-05-19
96992d7b,P004,Toys,225.65,2024-04-10
68ec9835,P029,Books,242.44,2024-08-04
d63f25b0,P019,Clothing,123.64,2024-06-04
7471e242,P042,Books,144.75,2024-06-23
b6cba95b,P016,Books,180.42,2024-04-13
10be28d9,P003,Electronics,215.76,2024-04-13
71648dc5,P041,Toys,48.63,2024-11-01
5145792b,P040,Home,41.7,2024-04-08
7979b2f9,P004,Toys,482.61,2024-06-13
ed543dee,P004,Toys,32.17,2024-04-05
a1da7fa7,P019,Clothing,89.06,2024-06-30
26c1afc4,P022,Electronics,36.94,2024-05-31
7303300b,P030,Clothing,254.06,2024-02-09
4ad8ed3d,P019,Clothing,496.79,2024-04-03
fed3931a,P019,Clothing,128.24,2024-05-24
b4c6145a,P039,Clothing,485.06,2024-06-23
f873388b,P031,Books,467.52,2024-11-09
049af882,P030,Clothing,320.87,2024-09-03
b4c6145a,P012,Clothing,390.77,2024-04-21
75c70515,P047,Books,129.82,2024-07-05
52bb8539,P048,Books,298.58,2024-09-02
1973ec23,P011,Electronics,248.52,2024-10-12
c1f4d444,P019,Clothing,84.82,2024-05-28
b67279cb,P040,Home,54.2,2024-07-30
294addbe,P014,Home,222.69,2024-11-24
5c698219,P038,Books,308.96,2024-04-08
853fe2ac,P041,Toys,78.81,2024-05-29
4d6e4328,P010,Electronics,345.8,2024-08-31
750dc8fe,P033,Books,290.51,2024-03-14
9b166bd5,P020,Electronics,91.6,2024-06-29
ed543dee,P026,Clothing,287.34,2024-09-20
65b3f048,P048,Books,370.57,2024-11-12
6de5c8a7,P002,Toys,66.18,2024-10-15
cf3474cc,P017,Home,324.04,2024-04-05
a424721d,P028,Books,211.43,2024-05-30
f8c75ec6,P018,Toys,226.01,2024-02-29
95879f92,P021,Home,112.69,2024-08-02
d7a85983,P043,Clothing,248.55,2024-08-30
0ae2bec1,P029,Books,285.97,2024-08-23
5132be4f,P008,Electronics,221.48,2024-10-16
11d3e715,P042,Books,342.96,2024-06-03
a022f18b,P010,Electronics,461.52,2024-01-17
2d38c37a,P016,Books,399.23,2024-08-08
c1f4d444,P000,Books,313.4,2024-03-30
30d021d2,P002,Toys,97.27,2024-04-08
04ff87a9,P032,Home,391.76,2024-04-07
f959e3d5,P035,Books,430.41,2024-08-12
a74243a4,P027,Home,443.19,2024-03-28
5a54e744,P024,Electronics,438.07,2024-01-23
853fe2ac,P034,Books,328.98,2024-11-13
48632a60,P004,Toys,430.01,2024-06-24
e2ea41a7,P003,Electronics,491.51,2024-09-26
7227d5c7,P008,Electronics,119.99,2024-01-23
de46e1d0,P041,Toys,249.24,2024-03-25
ae4038a4,P011,Electronics,101.53,2024-04-10
3e6d0bea,P002,Toys,85.14,2024-07-12
d7a85983,P017,Home,326.12,2024-01-19
5296620b,P026,Clothing,38.84,2024-07-24
a7e6f734,P024,Electronics,157.95,2024-02-03
44e59225,P014,Home,301.93,2024-03-21
0dc135b7,P048,Books,176.52,2024-02-21
e54b072d,P033,Books,244.46,2024-03-22
ce588181,P021,Home,91.67,2024-08-16
4c174667,P033,Books,28.98,2024-10-03
5270683c,P045,Home,20.28,2024-02-27
651c76d0,P025,Electronics,158.51,2024-04-20
b1814929,P022,Electronics,49.1,2024-10-01
e83766d3,P018,Toys,285.08,2024-05-27
a7d821f3,P024,Electronics,459.54,2024-05-11
04ff87a9,P044,Electronics,365.31,2024-04-06
9d1b1a65,P000,Books,348.75,2024-08-29
d63f25b0,P015,Clothing,194.06,2024-05-23
0b9b0713,P022,Electronics,224.4,2024-11-05
61e52c9a,P011,Electronics,201.33,2025-01-07
8f69a5e1,P002,Toys,107.28,2024-02-07
0243db9a,P017,Home,400.26,2024-10-08
90da61cd,P036,Clothing,237.55,2024-10-30
8193cf25,P006,Toys,69.5,2024-09-20
1c02c2fa,P010,Electronics,291.04,2024-03-21
9b7e381f,P001,Clothing,357.13,2024-08-31
95879f92,P049,Clothing,267.79,2024-11-30
11d3e715,P039,Clothing,93.06,2024-05-18
ccf36a86,P023,Home,321.06,2024-09-06
9690b6c5,P003,Electronics,268.37,2024-04-28
415290c8,P037,Electronics,311.88,2024-05-23
ae4038a4,P002,Toys,411.14,2024-07-04
a1687d07,P026,Clothing,358.68,2024-09-03
9ffe62d1,P017,Home,443.54,2024-05-08
c4f6a305,P043,Clothing,220.5,2024-05-22
e21dd4ed,P014,Home,123.98,2024-12-17
f877eed6,P034,Books,86.58,2024-03-25
da2fbea3,P013,Books,435.44,2024-08-21
d8098607,P026,Clothing,455.14,2024-11-19
291d2d49,P016,Books,39.72,2024-10-16
b8732459,P049,Clothing,73.54,2024-06-29
cf0ca9d7,P002,Toys,82.01,2024-05-31
be4e0251,P043,Clothing,311.04,2024-12-21
23db8d55,P041,Toys,222.4,2024-02-09
228e7fbc,P020,Electronics,411.25,2024-07-12
534dc5d8,P019,Clothing,79.52,2024-02-13
ef984ef7,P015,Clothing,145.97,2024-06-19
be6231ba,P014,Home,454.45,2024-06-11
5e19b0d3,P030,Clothing,247.96,2024-09-12
14c8a14a,P006,Toys,25.04,2024-05-07
ab9e4e6f,P011,Electronics,75.8,2024-07-14
620aca54,P046,Clothing,106.7,2024-02-10
c4f6a305,P032,Home,396.3,2025-01-06
a38e2487,P039,Clothing,417.6,2024-08-14
249268ef,P013,Books,236.84,2024-10-06
59434a21,P008,Electronics,179.66,2024-06-17
de1b896f,P047,Books,278.9,2024-08-01
89066a67,P049,Clothing,215.61,2024-04-06
63d40fbc,P044,Electronics,89.95,2024-02-29
aaa625ce,P016,Books,410.9,2024-05-13
5e19b0d3,P011,Electronics,21.12,2024-09-01
7afe19ec,P007,Home,216.41,2024-03-13
c73b64bc,P029,Books,391.31,2024-04-28
d3c3b058,P031,Books,322.0,2024-03-21
69032042,P017,Home,305.77,2024-03-18
ee2f4dfc,P034,Books,394.29,2024-09-30
38a2c6de,P036,Clothing,297.85,2024-11-16
291e2b09,P020,Electronics,56.84,2024-08-23
291d2d49,P039,Clothing,260.46,2024-05-08
e33b86c6,P009,Books,466.87,2024-05-21
d2b303b6,P031,Books,264.46,2024-02-16
0776eb10,P043,Clothing,242.11,2024-06-05
c7ee9cce,P049,Clothing,481.73,2024-02-14
97faaa2d,P016,Books,87.88,2024-06-06
ab4aab9a,P023,Home,177.21,2024-05-09
c1f4d444,P036,Clothing,178.29,2025-01-02
671c7307,P043,Clothing,96.89,2024-11-04
9c0841b6,P013,Books,176.57,2024-07-02
049af882,P025,Electronics,393.39,2024-04-17
8327f426,P038,Books,408.04,2024-09-30
d7a85983,P045,Home,291.46,2024-02-16
1277138a,P034,Books,271.64,2024-12-15
d24c667a,P046,Clothing,290.23,2024-11-02
53c5d730,P045,Home,125.59,2024-04-12
72073934,P005,Clothing,96.43,2024-11-18
dc147e60,P030,Clothing,264.37,2024-06-04
e309cd14,P020,Electronics,54.71,2024-09-05
317cf4e6,P031,Books,73.15,2024-04-04
d4846b7c,P049,Clothing,310.2,2024-12-01
cd76bc81,P020,Electronics,49.28,2024-09-20
a1687d07,P015,Clothing,38.02,2024-06-22
4d6e4328,P040,Home,337.82,2024-11-19
28ea2ae7,P031,Books,417.55,2024-05-29
a1da7fa7,P015,Clothing,23.66,2024-02-13
0776eb10,P033,Books,253.97,2024-04-20
f261b8e1,P003,Electronics,83.44,2024-05-04
da92fb06,P014,Home,199.72,2024-01-28
ce588181,P025,Electronics,173.71,2024-11-10
30d021d2,P013,Books,408.32,2024-09-17
479b9183,P045,Home,90.92,2024-12-18
b4c6145a,P005,Clothing,17.74,2024-09-21
76ea02aa,P027,Home,480.8,2024-10-09
be6231ba,P011,Electronics,304.43,2024-11-01
ed543dee,P026,Clothing,107.03,2024-08-03
63344464,P021,Home,166.46,2024-04-20
1973ec23,P020,Electronics,385.2,2024-03-22
d1117984,P028,Books,235.3,2024-03-13
5c698219,P042,Books,253.98,2024-09-26
71648dc5,P030,Clothing,157.86,2024-01-17
38a2c6de,P041,Toys,17.35,2024-06-25
0b42399f,P026,Clothing,405.08,2024-08-01
31b6beef,P045,Home,130.13,2024-06-07
b1814929,P031,Books,343.91,2024-05-19
446fbfa3,P047,Books,347.17,2024-03-10
2a7d8a41,P023,Home,162.82,2024-12-11
3e6d0bea,P041,Toys,216.1,2024-07-28
e45e91d8,P045,Home,479.11,2024-03-08
5145792b,P027,Home,168.47,2024-06-29
3c32ba27,P010,Electronics,470.15,2024-08-09
2b0cd0e1,P006,Toys,121.53,2024-05-02
db811470,P028,Books,392.55,2024-04-13
412f3a1e,P041,Toys,137.08,2024-12-09
9ffe62d1,P023,Home,38.78,2024-01-27
2c5714f3,P038,Books,455.03,2024-02-29
058548b3,P028,Books,453.72,2024-12-19
2c83be41,P001,Clothing,372.79,2024-03-16
ccf36a86,P041,Toys,470.38,2024-01-29
222753d0,P000,Books,125.9,2024-09-27
a61175bc,P015,Clothing,260.28,2024-07-27
71648dc5,P037,Electronics,199.56,2024-02-14
69904516,P025,Electronics,87.73,2024-03-19
c8dde184,P022,Electronics,247.13,2024-05-28
cba2edca,P028,Books,73.53,2024-08-27
6d409ae0,P040,Home,155.44,2024-06-02
3f0217bf,P004,Toys,207.54,2024-02-09
9b344c07,P032,Home,327.14,2024-03-05
ce7e3a66,P015,Clothing,184.6,2024-03-31
b4c6145a,P042,Books,30.27,2024-02-04
6df24b29,P039,Clothing,294.76,2024-07-02
839e27be,P001,Clothing,22.94,2024-08-30
fca377b1,P013,Books,484.42,2024-09-30
21e99e3f,P039,Clothing,214.07,2024-02-12
b5b3add9,P037,Electronics,253.25,2024-07-14
246a424f,P008,Electronics,249.43,2024-04-02
745e00a3,P042,Books,103.45,2024-08-12
7e5d64fa,P005,Clothing,428.18,2024-06-11
4c63f550,P035,Books,324.93,2024-09-12
bbc83f30,P014,Home,50.13,2024-02-27
2d2a2262,P025,Electronics,73.5,2024-02-26
589cb51b,P011,Electronics,66.32,2024-10-29
065ca07e,P011,Electronics,355.87,2024-09-27
05c381af,P004,Toys,132.06,2024-11-16
8113870b,P024,Electronics,119.89,2024-02-03
5132be4f,P045,Home,250.45,2024-12-17
a341572e,P041,Toys,210.16,2024-01-24
9fbcd39d,P011,Electronics,491.33,2024-03-17
82784674,P044,Electronics,204.87,2024-09-10
f62615fd,P029,Books,316.24,2024-03-31
823b8a75,P041,Toys,317.53,2024-07-28
aa54620c,P030,Clothing,72.37,2024-05-01
053ab8c4,P006,Toys,198.15,2025-01-12
f5381975,P049,Clothing,391.11,2024-04-11
ab9e4e6f,P017,Home,175.76,2024-07-26
0b9b0713,P035,Books,439.82,2024-11-14
f959e3d5,P015,Clothing,458.53,2024-05-22
b4c6145a,P016,Books,154.77,2024-02-29
d6b252c7,P027,Home,416.17,2024-12-09
14f8049f,P021,Home,354.5,2024-04-10
0776eb10,P042,Books,267.36,2024-12-27
b7f9864a,P030,Clothing,30.87,2024-11-19
7feef9be,P028,Books,333.18,2024-08-27
71e6e8f6,P019,Clothing,265.65,2024-09-05
11d3e715,P042,Books,17.96,2024-05-30
ce588181,P026,Clothing,437.83,2024-03-29
e89bc814,P003,Electronics,145.95,2024-07-06
3eb17989,P005,Clothing,26.72,2024-11-25
9b7e381f,P049,Clothing,344.2,2024-08-28
01fcbbf9,P013,Books,411.43,2024-02-26
5c698219,P003,Electronics,141.85,2024-02-08
6ef72772,P010,Electronics,129.26,2024-12-29
48f20220,P021,Home,465.34,2024-11-03
03311bdf,P041,Toys,78.83,2024-04-24
dc147e60,P045,Home,148.18,2024-09-02
04f75f55,P041,Toys,343.88,2024-01-17
04f75f55,P044,Electronics,404.47,2024-09-30
bc832351,P026,Clothing,19.44,2025-01-14
fdc63854,P017,Home,94.27,2024-09-07
feddb6fb,P033,Books,279.59,2024-03-21
4c63f550,P047,Books,81.46,2024-07-01
4a76aba6,P010,Electronics,74.22,2024-12-05
348e9e50,P006,Toys,143.0,2024-07-14
6ef72772,P036,Clothing,311.95,2024-07-28
03311bdf,P006,Toys,102.19,2024-06-29
049af882,P047,Books,159.21,2024-09-25
b3ce87e0,P034,Books,360.63,2025-01-05
f873388b,P009,Books,476.54,2024-06-21
9b344c07,P013,Books,393.03,2024-10-27
08848a09,P034,Books,76.96,2024-06-14
c8dde184,P040,Home,362.77,2024-08-21
d04dd3a7,P008,Electronics,334.69,2024-04-28
8d910018,P031,Books,160.23,2024-06-18
5270683c,P006,Toys,439.29,2024-09-06
7979b2f9,P028,Books,138.02,2024-02-02
0065612f,P047,Books,336.05,2024-12-22
c812d609,P013,Books,32.47,2024-03-30
26885cdd,P004,Toys,215.1,2025-01-06
1a446b50,P006,Toys,29.84,2024-09-11
39d6b798,P029,Books,162.42,2024-10-24
291e2b09,P021,Home,405.44,2024-10-27
63d40fbc,P028,Books,269.02,2024-01-27
621785d4,P049,Clothing,292.72,2024-06-29
b5b3add9,P047,Books,342.86,2024-05-04
01fcbbf9,P019,Clothing,468.97,2024-02-27
dd6936be,P019,Clothing,274.7,2024-02-20
50568f07,P011,Electronics,235.58,2024-12-19
eaaeed7a,P018,Toys,442.42,2024-01-30
b8732459,P023,Home,293.52,2024-03-01
5f29f787,P015,Clothing,86.02,2024-04-07
a52c36a9,P047,Books,366.65,2024-08-16
a4c1b0e0,P027,Home,359.24,2024-06-02
39d6b798,P008,Electronics,95.37,2024-04-10
75c70515,P037,Electronics,232.15,2024-03-06
3bb65c7e,P009,Books,14.43,2024-12-14
1ff21391,P022,Electronics,60.76,2024-03-26
53c5d730,P031,Books,22.42,2024-07-21
9b7e381f,P045,Home,154.95,2024-09-30
b6cba95b,P007,Home,248.4,2024-10-03
6d409ae0,P034,Books,86.95,2024-07-17
3294e5a2,P003,Electronics,220.83,2024-11-13
9b9287aa,P012,Clothing,100.46,2024-09-08
de46e1d0,P025,Electronics,462.97,2024-06-02
feddb6fb,P006,Toys,302.22,2024-10-25
7227d5c7,P013,Books,180.48,2024-03-10
9d1b1a65,P023,Home,447.87,2024-07-19
0c0da6a6,P013,Books,43.12,2024-12-12
8995d7a5,P034,Books,294.7,2024-06-06
5161e9da,P020,Electronics,10.87,2024-04-24
47e5c24e,P005,Clothing,295.2,2024-06-08
b6cba95b,P018,Toys,79.0,2024-01-23
840f73d0,P007,Home,226.59,2024-06-08
7e5d64fa,P039,Clothing,294.45,2024-10-23
671c7307,P040,Home,340.77,2024-09-08
781da338,P004,Toys,212.41,2024-08-13
f4e5b416,P028,Books,454.69,2024-09-15
a4c1b0e0,P048,Books,46.65,2025-01-09
e0c38641,P005,Clothing,151.7,2024-11-18
d69deb4a,P002,Toys,116.79,2024-11-01
8113870b,P028,Books,469.49,2024-07-08
71648dc5,P003,Electronics,281.03,2024-11-07
9b344c07,P013,Books,438.01,2024-08-09
b3ce87e0,P006,Toys,75.96,2024-05-28
e8c01084,P037,Electronics,279.22,2024-05-07
750dc8fe,P020,Electronics,42.72,2024-08-11
2d2a2262,P000,Books,381.68,2024-06-21
2b0cd0e1,P027,Home,476.54,2024-01-28
71e6e8f6,P016,Books,197.92,2024-01-27
ce588181,P022,Electronics,203.43,2024-06-01
e6e16f54,P015,Clothing,180.47,2025-01-08
75c70515,P040,Home,178.83,2024-11-06
0776eb10,P011,Electronics,197.21,2024-03-18
77f3e92e,P033,Books,438.9,2024-11-02
782c9584,P049,Clothing,64.26,2024-12-14
0f77eec5,P021,Home,144.75,2024-07-05
ac917a19,P019,Clothing,288.53,2024-03-30
38a2c6de,P014,Home,214.95,2024-03-11
be6231ba,P005,Clothing,301.63,2024-12-01
ac917a19,P010,Electronics,340.46,2024-08-26
e6c65f56,P028,Books,165.81,2024-10-25
d63f25b0,P013,Books,312.05,2024-09-10
ca1a8bc2,P035,Books,345.63,2024-10-16
6df24b29,P043,Clothing,295.26,2024-07-17
bc832351,P029,Books,275.7,2024-04-07
396390e4,P013,Books,125.56,2024-12-30
6ae63e3d,P018,Toys,468.08,2024-05-19
7227d5c7,P000,Books,467.26,2024-05-11
81111eb1,P030,Clothing,61.53,2024-10-22
411204bb,P017,Home,341.46,2024-04-20
76d3ff50,P012,Clothing,475.59,2024-06-21
e47d6826,P017,Home,377.07,2024-02-21
e6c65f56,P017,Home,99.41,2024-01-15
0946e414,P008,Electronics,357.61,2024-12-13
23d88ba3,P041,Toys,388.22,2024-04-25
411a03aa,P012,Clothing,153.29,2024-08-05
5cb0e53f,P029,Books,361.64,2024-07-30
e83766d3,P011,Electronics,276.83,2024-11-27
781da338,P020,Electronics,466.46,2024-03-04
f9a3b212,P034,Books,454.17,2024-08-10
1277138a,P022,Electronics,293.4,2024-09-20
21d84a7c,P047,Books,298.75,2024-03-06
58c19c06,P002,Toys,193.77,2024-05-18
e3d86686,P036,Clothing,388.54,2024-05-13
c6e5f5a9,P012,Clothing,295.69,2024-02-23
e569abb6,P026,Clothing,483.91,2024-12-23
71d1d1eb,P020,Electronics,157.08,2024-06-07
9613b4e3,P035,Books,494.39,2024-04-01
f19c3bf5,P041,Toys,222.93,2024-02-23
f873388b,P018,Toys,437.79,2024-03-11
7afe19ec,P033,Books,39.24,2024-03-22
7feef9be,P032,Home,388.94,2024-07-12
7afe19ec,P029,Books,378.19,2024-07-22
9d3f61cd,P002,Toys,375.63,2024-01-17
ba1921d5,P011,Electronics,171.04,2024-08-04
a61175bc,P004,Toys,464.51,2024-02-25
26c1afc4,P004,Toys,112.66,2024-10-11
a8c4c26b,P046,Clothing,422.19,2024-05-02
68431973,P028,Books,99.84,2024-03-29
7471e242,P028,Books,182.07,2024-10-29
13a83906,P032,Home,381.99,2024-06-19
7d25ef58,P027,Home,6.07,2024-01-26
76d3ff50,P042,Books,263.15,2024-06-19
dfb5ea21,P038,Books,317.99,2024-04-24
e9d263bb,P006,Toys,252.12,2024-08-23
5e19b0d3,P045,Home,325.56,2024-07-18
7ab64631,P048,Books,169.73,2024-12-10
246a424f,P005,Clothing,454.0,2025-01-03
39d6b798,P048,Books,351.95,2024-04-10
cbb30af2,P017,Home,164.45,2024-12-19
ccf36a86,P023,Home,315.28,2024-03-25
da2fbea3,P032,Home,244.82,2025-01-07
a1da7fa7,P013,Books,108.72,2024-10-14
b662580c,P038,Books,139.73,2024-04-14
63a639f7,P036,Clothing,447.55,2024-04-18
77f3e92e,P026,Clothing,359.81,2024-04-24
1277138a,P028,Books,378.36,2024-12-26
06be3a75,P010,Electronics,403.59,2024-07-16
c5ef8ce7,P036,Clothing,53.11,2024-03-28
058548b3,P013,Books,355.87,2024-12-09
21c127d4,P039,Clothing,94.13,2024-02-03
1973ec23,P027,Home,283.48,2024-01-27
f57db169,P043,Clothing,44.89,2024-09-02
a61175bc,P038,Books,228.92,2024-05-24
e2c862ac,P037,Electronics,102.18,2024-08-02
32940081,P043,Clothing,36.75,2024-02-09
a1da7fa7,P040,Home,150.72,2024-02-24
08848a09,P005,Clothing,151.58,2024-02-19
9b166bd5,P034,Books,294.68,2024-04-03
839e27be,P032,Home,285.78,2024-09-12
5145792b,P029,Books,126.98,2024-02-04
ba5d77f4,P001,Clothing,212.65,2024-09-24
ce7e3a66,P018,Toys,273.1,2024-04-06
821d69cd,P030,Clothing,462.23,2024-09-09
228e7fbc,P002,Toys,284.74,2024-06-30
396390e4,P011,Electronics,37.94,2024-07-24
b6ae6ae4,P038,Books,492.52,2024-01-15
66c7c782,P018,Toys,80.87,2024-04-16
c9399977,P013,Books,450.73,2024-08-15
a74243a4,P038,Books,341.15,2025-01-10
3bb65c7e,P042,Books,54.09,2024-04-04
45fd116c,P009,Books,470.11,2024-11-07
b5b3add9,P036,Clothing,358.98,2024-10-28
ccf36a86,P011,Electronics,109.57,2024-04-17
53443521,P018,Toys,119.63,2024-06-02
637c86ed,P026,Clothing,368.58,2024-05-10
e8c01084,P035,Books,281.46,2024-04-25
ba5d77f4,P012,Clothing,11.36,2024-08-18
046739fa,P023,Home,199.23,2024-06-14
4d4d5e5e,P003,Electronics,114.66,2024-08-14
10be28d9,P017,Home,168.58,2024-05-08
c29eae90,P017,Home,94.09,2024-06-29
75c70515,P044,Electronics,50.16,2024-06-02
9ffe62d1,P048,Books,306.61,2024-05-17
ad2fa435,P005,Clothing,242.23,2024-10-04
2c5714f3,P042,Books,271.15,2024-11-21
058548b3,P008,Electronics,255.41,2024-05-08
9b9287aa,P040,Home,384.82,2024-07-23
a52c36a9,P008,Electronics,141.78,2024-09-05
cd85e0a0,P044,Electronics,45.94,2024-02-15
a8806415,P038,Books,313.6,2024-06-02
d4846b7c,P007,Home,34.75,2024-07-12
479b9183,P031,Books,397.44,2024-03-04
e62299dc,P028,Books,293.65,2024-02-07
e6e16f54,P018,Toys,427.59,2024-03-25
22d6cd4d,P049,Clothing,54.06,2024-07-02
a8c4c26b,P009,Books,89.19,2024-01-27
80d9b7ac,P019,Clothing,336.58,2024-11-25
1a446b50,P045,Home,269.16,2024-10-05
9690b6c5,P009,Books,118.76,2024-10-13
e6e46be2,P037,Electronics,38.87,2024-02-29
44e59225,P004,Toys,72.7,2024-12-06
f8c75ec6,P013,Books,346.26,2025-01-13
e6c65f56,P031,Books,17.15,2024-09-06
e6c65f56,P002,Toys,249.72,2024-11-03
b662580c,P031,Books,250.73,2024-11-11
03311bdf,P002,Toys,332.87,2024-11-08
5a54e744,P033,Books,401.21,2024-04-18
7e5f908c,P022,Electronics,43.76,2024-12-28
e54b072d,P036,Clothing,188.81,2025-01-02
eab08aec,P012,Clothing,410.66,2024-10-26
fdc63854,P005,Clothing,95.65,2024-07-14
21c127d4,P047,Books,95.6,2024-05-08
8f868e89,P022,Electronics,176.54,2024-02-23
feddb6fb,P020,Electronics,85.85,2024-08-11
0333330d,P028,Books,172.7,2025-01-03
54c50ab8,P005,Clothing,418.7,2024-07-13
5e19b0d3,P001,Clothing,85.51,2024-07-29
06be3a75,P002,Toys,470.95,2024-06-28
215931dc,P045,Home,256.61,2025-01-01
a38e2487,P038,Books,316.99,2024-12-24
97faaa2d,P020,Electronics,478.21,2024-06-04
2b31b9eb,P013,Books,278.04,2024-08-02
71e6e8f6,P017,Home,495.72,2024-05-26
e9f6a5e0,P034,Books,19.13,2024-02-22
2c5714f3,P045,Home,72.73,2024-10-26
7303300b,P041,Toys,205.85,2024-03-01
5161e9da,P044,Electronics,444.05,2024-01-25
b205f0a4,P048,Books,364.69,2024-12-30
2c0973f5,P013,Books,469.19,2024-06-27
1973ec23,P038,Books,489.34,2024-03-10
7ab64631,P036,Clothing,25.94,2025-01-10
38e2a530,P047,Books,184.16,2024-12-26
49223b9c,P006,Toys,37.99,2024-02-16
